COUNTRY,ISO3,Earthquake,Flood,Tsunami,Tropical Cyclone,Drought,Natural,Projected Conflict Risk,Current Highly Violent Conflict Intensity,Human,HAZARD & EXPOSURE,Development & Deprivation,Inequality,Aid Dependency,Socio-Economic Vulnerability,Uprooted people,Health Conditions,Children U5,Recent Shocks,Food Security,Other Vulnerable Groups,Vulnerable Groups,VULNERABILITY,DRR,Governance,Institutional,Communication,Physical infrastructure,Access to health care,Infrastructure,LACK OF COPING CAPACITY,INFORM RISK,Rank,Missing Indicators,

Marshall Islands,MHL,5.2,0.1,7.4,0.1,1.9,3.6,0,0,0,2,6.2,x,10,7.5,0,6.4,2.9,3.4,4,4.3,2.4,5.5,7.3,8.2,7.8,7.1,1.2,7.3,5.2,6.7,4.2,62,12

Mauritania,MRT,0.1,6.1,0,0,9.2,4.5,2.9,0,2,3.4,7,6.3,4.4,6.2,6.5,3.2,5.6,0,3.6,3.3,5.1,5.7,4.8,6.9,5.9,7.7,8.4,7.7,7.9,7,5.1,29,0

Mauritius,MUS,0.1,0.1,6.1,6.3,0.4,3.2,0,0,0,1.7,2.8,3.9,3,3.1,0,1.3,1.1,0,4,1.7,0.9,2.1,3.3,3.9,3.6,2.9,0.3,3.8,2.3,3,2.2,148,5

Mexico,MEX,8.5,7.1,7.1,8,3.6,7.1,9,9,9,8.2,1.6,5.4,0.1,2.2,6.1,0.3,0.9,0.1,3.7,1.4,4.1,3.2,5.1,5.5,5.3,3.2,3.5,4,3.6,4.5,4.9,35,0

Micronesia,FSM,5.4,0.1,6.8,2.3,2.9,3.9,0,0,0,2.2,4.9,x,10,6.6,0,3.4,2.8,5.8,4,4.1,2.3,4.8,6,6.1,6.1,6.6,3.9,6.8,5.8,6,4,70,11

Moldova Republic of,MDA,6.2,6,0,0,4.4,3.8,4.6,0,3.2,3.5,2.5,2.7,3.7,2.9,0.9,2.1,1,0,4.4,2,1.5,2.2,6.2,6.2,6.2,2.6,1.6,4.4,2.9,4.8,3.3,95,1

Mongolia,MNG,4.4,4,0,0,4,2.7,2.9,0,2,2.4,2.4,3.6,4.3,3.2,0,1.8,1.4,0,6.8,3,1.6,2.4,5.1,6.1,5.6,3.4,7.1,3.8,4.8,5.2,3.1,104,1

Montenegro,MNE,5.8,4.4,6.7,0,0,3.9,0.1,0,0.1,2.2,1.3,1.4,4.7,2.2,4.2,0.4,0.3,0,3.5,1.2,2.8,2.5,4,5.3,4.7,1.5,0.8,4.8,2.4,3.6,2.7,122,4

Morocco,MAR,2.8,5.7,7,0,3.8,4.3,1.5,0,1.1,2.9,5.1,5.1,1.7,4.3,0.2,1.2,1.5,0.2,3.1,1.6,0.9,2.8,5.6,5.6,5.6,3.5,4.2,5.7,4.5,5.1,3.5,89,2

Mozambique,MOZ,2.5,5.8,6.7,8.3,5.2,6,4.3,0,3,4.7,8.1,7,6.7,7.5,2.2,8.9,5.4,0.8,6.9,6.3,4.6,6.3,2.1,6.6,4.4,8.1,9.4,7.8,8.4,6.8,5.9,20,0

Myanmar,MMR,9.3,9.8,9.3,7,0,8.2,9.8,7,7,7.7,6.6,5.7,3.2,5.5,7.7,3.1,4.5,0.2,5.6,3.6,6,5.8,7.1,8,7.6,6,5.2,7.3,6.2,7,6.8,9,2

Namibia,NAM,0.1,5.7,0,0,6.9,3.2,0.9,0,0.6,2,4.2,7.6,3,4.8,1.9,7.2,3.4,3.7,8.9,6.4,4.5,4.7,4.3,4.9,4.6,5.7,6.2,6.9,6.3,5.5,3.7,84,0

Nauru,NRU,5,0.1,0,0,0,1.3,0,0,0,0.7,5.5,x,5,5.3,4,0.9,2,0,4,1.9,3,4.2,8.1,6.2,7.2,6.9,1.5,4.3,4.2,5.9,2.6,129,14

Nepal,NPL,9.9,6.8,0,0.3,2.1,5.5,3.6,0,2.5,4.2,5,4.2,2.3,4.1,5.4,1.1,4.8,10,4.6,6.5,6,5.1,5.4,7,6.2,6.1,5.4,6.3,5.9,6.1,5.1,29,1

Netherlands,NLD,1.8,5.4,0,0,0,1.7,0.1,0,0.1,0.9,0.5,0.9,0,0.5,5.6,0.3,0.3,0,2.1,0.7,3.5,2.1,1.7,1.6,1.7,1.7,0.1,1.2,1,1.4,1.4,174,4

New Zealand,NZL,9.1,3.5,8.3,0.9,1.8,5.8,0.1,0,0.1,3.5,0.6,2.5,0,0.9,1.4,0.2,0.5,0.1,3.1,1.1,1.3,1.1,2.6,1.2,1.9,2,3,1.6,2.2,2.1,2,154,7

Nicaragua,NIC,9.4,4.8,8.3,3.3,2.9,6.6,1.3,0,0.9,4.3,3.3,5.7,3.3,3.9,0,0.5,1.6,4.4,5.6,3.3,1.8,2.9,4.7,6.9,5.8,4.8,4.9,5.6,5.1,5.5,4.1,68,0

Niger,NER,0.1,6,0,0,6.2,3,5.4,0,3.8,3.4,9.7,5.3,4.8,7.4,6.8,4.2,8.2,0.7,4.6,5,6,6.8,5.3,6.5,5.9,9.1,9.3,9,9.1,7.9,5.7,23,0

Nigeria,NGA,0.1,7.5,0,0,0,2.3,9.9,9,9,6.8,5.7,4.5,0.4,4.1,7.7,7.5,8,0,4.2,5.7,6.8,5.6,2.8,7.2,5,6.1,7.7,9.5,7.8,6.6,6.3,15,1

Norway,NOR,1,0.1,0,0,0,0.2,0.4,0,0.3,0.3,0.1,0.7,0,0.2,5.6,0.3,0.2,0,1.8,0.6,3.5,2,2.3,1.4,1.9,1.6,1.9,0.4,1.3,1.6,1,186,5

Oman,OMN,5.7,3.2,9.7,0.8,4.5,5.8,0.4,0,0.3,3.5,2.6,4.6,0.00E+00,2.5,0,0.2,1.4,0,3.9,1.5,0.8,1.7,x,5.1,5.1,2,3.5,3.8,3.1,4.2,2.9,111,5

Pakistan,PAK,8.8,9.1,6.5,2.5,3.7,6.9,9.9,8,8,7.5,5.4,4.4,0.6,4,8.3,1.8,6.8,1.3,6.9,4.7,6.9,5.6,4,6.9,5.5,5.9,4.9,8.9,6.6,6.1,6.4,13,0

Palau,PLW,5.1,0.1,0,4.4,0,2.2,0,0,0,1.2,2.7,x,10,5.1,0,0.8,0.9,0,4,1.6,0.8,3.2,5.9,6.2,6.1,5,1.6,5.5,4,5.1,2.7,122,9

Palestine,PSE,5,1.2,3.7,0,1.1,2.4,7.3,9,9,6.8,2.3,2.4,10,4.3,10,x,1.3,0.8,8.1,4.4,8.4,6.8,5.8,6.6,6.2,3.1,3.1,2.6,2.9,4.8,6.1,17,8

Panama,PAN,7.7,2.7,9.4,0.4,0.4,5.5,1.7,0,1.2,3.7,2.8,6.7,0.2,3.1,4.4,0.7,1.2,0,4.5,1.8,3.2,3.2,4.3,5.4,4.9,2.5,4.1,5.2,3.9,4.4,3.7,84,1

Papua New Guinea,PNG,7.7,4.6,7.6,1.5,1.8,5.2,0.3,0,0.2,3.1,7.1,8.2,3.3,6.4,4,3.5,4.4,0.7,4,3.3,3.7,5.2,6.7,7,6.9,8,9.6,9.5,9,8.1,5.1,29,4

Paraguay,PRY,0.1,5,0,0,4,2.1,0.2,0,0.1,1.2,4.2,6,0.5,3.7,0,0.5,1.3,2,5.2,2.5,1.3,2.6,3.7,7.2,5.5,3,3.3,5.6,4,4.8,2.5,134,1

Peru,PER,9.9,5.8,10,0,4.8,7.6,1.9,0,1.3,5.2,1.8,5.2,0.3,2.3,6,1,1.2,0.9,4.3,2,4.3,3.4,3.6,5.8,4.7,3.3,4.9,5.9,4.7,4.7,4.4,52,0

Philippines,PHL,10,7.4,9.8,9.8,3.3,8.9,8.1,7,7,8.1,2.5,5,0.1,2.5,5.1,1.8,3.5,8.2,5.1,5.2,5.2,4,3.5,5.6,4.6,3.2,3.2,6,4.1,4.4,5.2,28,1

Poland,POL,2.1,6,0,0,0.6,2.1,1.8,0,1.3,1.7,1.8,1.9,0,1.4,3.3,0.3,0.4,0,3.4,1.1,2.3,1.9,4.3,3.8,4.1,1.4,0.2,3.2,1.6,2.9,2.1,149,3

Portugal,PRT,6.5,3.7,7.7,0.3,1.8,4.6,0.1,0,0.1,2.6,2,1.5,0,1.4,0.8,1,0.3,0,3.7,1.4,1.1,1.3,2.6,3.1,2.9,2.3,0,0.7,1,2,1.9,161,4

Qatar,QAT,0.4,0,0,0,3.4,0.9,0.1,0,0.1,0.5,1.5,7,0,2.5,0.8,0.7,0.6,0,2.3,0.9,0.9,1.7,4.7,3,3.9,1.2,0.2,0.1,0.5,2.4,1.3,178,5

Romania,ROU,8.2,6.6,0,0,2.6,4.4,4.6,0,3.2,3.8,2.5,2.5,0.00E+00,1.9,1.5,0.9,0.9,0,3.4,1.4,1.5,1.7,3.8,5.4,4.6,2.4,1.2,4.4,2.7,3.7,2.9,111,2

Russian Federation,RUS,6.9,8.2,6.1,4.4,3.8,6.1,6.9,7,7,6.6,2.6,4,0,2.3,5.9,1.9,0.8,0,3.5,1.6,4.1,3.3,x,6.5,6.5,1.3,4.2,1.7,2.4,4.8,4.7,40,4

Rwanda,RWA,4,4.6,0,0,4.4,2.9,3.1,0,2.2,2.6,6.8,6,6.6,6.6,5.7,3.5,3.3,0,8,4.4,5.1,5.9,3,5.1,4.1,7.6,5.3,6.6,6.5,5.4,4.4,52,0

Saint Kitts and Nevis,KNA,5.3,0.1,0,6.9,0,3.1,0,0,0,1.7,3.1,x,6.3,4.2,0,0,0.8,0,4.8,1.6,0.8,2.7,4,3.2,3.6,2.5,0.6,3.6,2.2,2.9,2.4,138,11

Saint Lucia,LCA,5.5,0.1,0,6.9,0.7,3.2,0,0,0,1.7,3.6,x,3.4,3.5,0,0.1,1.1,0,4.5,1.6,0.8,2.3,5.2,3,4.1,3.6,0.6,5.6,3.3,3.7,2.4,138,8

Saint Vincent and the Grenadines,VCT,5.4,0.1,0,4.5,0,2.4,0,0,0,1.3,3.6,x,2,3.1,0,0.4,1.5,0,4.3,1.7,0.9,2.1,x,3.3,3.3,3.9,1.2,5.3,3.5,3.4,2.1,149,9

Samoa,WSM,0.1,0.1,2,3.8,0,1.3,0,0,0,0.7,3.9,6.9,10,6.2,0,0.3,1.4,0,1.5,0.8,0.4,3.9,4.6,4.8,4.7,3.9,1.8,6.6,4.1,4.4,2.3,144,8

Sao Tome and Principe,STP,0.1,0.1,0,0,0,0.1,0,0,0,0.1,5,2.2,10,5.6,0,1.2,3.6,0,4.9,2.6,1.4,3.8,x,6.2,6.2,6.1,3.8,5.7,5.2,5.7,1.3,178,5

Saudi Arabia,SAU,2.8,3,0,0,3.9,2.1,4,0,2.8,2.5,1.8,4.3,0,2,0,0.2,1.2,0,3.4,1.3,0.7,1.4,x,5,5,1.5,3.4,2.9,2.6,3.9,2.4,138,4

Senegal,SEN,0.1,3.9,0.4,0,5.7,2.4,3.4,0,2.4,2.4,7.4,5.5,3.7,6,4.7,3.5,4,2.5,7.4,4.7,4.7,5.4,4.7,5.9,5.3,6.5,6.3,8.2,7,6.2,4.3,56,0

Serbia,SRB,6.6,9.1,0,0,0.6,4.6,2.4,0,1.7,3.3,1.7,1.2,3.3,2,7,0.3,0.5,10,4.8,5.8,6.4,4.6,4.9,5.6,5.3,2.3,1,4.9,2.7,4.1,4,70,2

Seychelles,SYC,0.1,0.1,7.7,0.2,0,2.4,0,0,0,1.3,3,x,5.7,3.9,0,0.5,1.1,3.2,3.8,2.3,1.2,2.7,4.3,4.5,4.4,2.1,1,4.8,2.6,3.6,2.3,144,7

Sierra Leone,SLE,0.1,4.1,0.5,0,0.6,1.2,3.9,0,2.7,2,8.4,5.6,5.7,7,1.4,5.8,7,0.2,6.4,5.3,3.6,5.6,3.5,7.1,5.3,8.4,8.4,8.2,8.3,7.1,4.3,56,0

Singapore,SGP,0.1,0.1,0,0,0,0.1,0,0,0,0.1,0.7,1.2,0,0.7,0,0.6,0.2,0,1.1,0.5,0.3,0.5,1.2,1.3,1.3,1.2,0,2,1.1,1.2,0.4,191,5

Slovakia,SVK,4.9,7.2,0,0,1.1,3.2,0.8,0,0.6,2,1.8,1.3,0,1.2,1,0.2,0.6,0,4.6,1.6,1.3,1.3,3.4,4.2,3.8,2.1,0,1.7,1.3,2.6,1.9,161,4

Slovenia,SVN,6.4,4,0,0,0.6,2.6,0.1,0,0.1,1.4,1.2,0.2,0,0.7,1,0.2,0.2,1.3,3.6,1.4,1.2,1,0.9,3.6,2.3,1.9,0.1,2.1,1.4,1.9,1.4,174,3

Solomon Islands,SLB,8.6,0.1,9,6.7,2.4,6.4,0,0,0,3.9,7.1,x,10,8.1,0,1.7,2.5,10,3.5,6,3.6,6.4,6.6,6.7,6.7,7.9,7.1,6.9,7.3,7,5.6,24,9

Somalia,SOM,1.5,6.9,7.7,0,9.3,6.2,9.9,10,10,8.8,9.8,x,3.5,7.7,10,3.9,8.7,1.8,7.9,6.3,8.8,8.3,x,9.3,9.3,8,8.5,10,8.8,9.1,8.7,1,8

South Africa,ZAF,0.4,5,5.5,0.4,4.8,3.5,3.2,0,2.2,2.9,2.5,8.1,0.6,3.4,5.3,6.7,2.7,0,3.7,3.7,4.5,4,3.9,4.9,4.4,2.6,4.2,7.3,4.7,4.6,3.8,80,0

South Sudan,SSD,2.3,6.8,0,0,0.6,2.4,9.9,9,9,6.8,7,x,9.5,7.8,10,3.6,5.2,0,9.2,5.6,8.6,8.2,x,8.3,8.3,9,9.3,10,9.4,8.9,7.9,3,10

Spain,ESP,4.7,5.2,6.6,0,3.8,4.4,3.4,0,2.4,3.5,1.2,2,0,1.1,2.2,0.5,0.3,0,3.2,1.1,1.7,1.4,2.2,3.4,2.8,1.9,0,0.4,0.8,1.9,2.1,149,3

Sri Lanka,LKA,0.1,6.1,9.6,1.3,3.1,5.3,4.8,0,3.4,4.4,3.1,4,0.7,2.7,5.3,0.5,2.8,7.5,6.4,4.9,5.1,4,3.6,5.9,4.8,3.9,2.4,5.8,4,4.4,4.3,56,1

Sudan,SDN,0.1,7.1,0,0,6.5,3.5,9.9,9,9,7.1,7.3,5.5,1.6,5.4,9.9,3.7,6.5,0.5,6.1,4.6,8.3,7.1,4.9,8.5,6.7,6.9,9.1,7.3,7.8,7.3,7.2,6,4

Suriname,SUR,0.1,8.6,0,0,0.6,3,0,0,0,1.6,2.1,6.2,1.5,3,0,0.9,1.8,0,4.8,2.1,1.1,2.1,x,5.7,5.7,2.2,4.3,6.2,4.2,5,2.6,129,2

Swaziland,SWZ,0.1,3,0,0.2,4.6,1.8,1.2,0,0.8,1.3,4.4,6.9,2.8,4.6,1.3,6.7,3.9,0,7.1,5,3.4,4,4.4,5.8,5.1,5.8,5.3,7.1,6.1,5.6,3.1,104,2

Sweden,SWE,0.1,3.1,0,0,0,0.7,0.1,0,0.1,0.4,0.8,0.5,0,0.5,6.7,0.3,0.2,0,2.1,0.7,4.3,2.6,2.5,1.3,1.9,1.5,0.9,0.2,0.9,1.4,1.1,182,4

Switzerland,CHE,3.1,4.2,0,0,0.6,1.8,1.3,0,0.9,1.4,0.5,1.1,0,0.5,5.7,0.4,0.3,0,1.4,0.5,3.5,2.1,0.9,1.4,1.2,1.4,0,0.5,0.6,0.9,1.4,174,4

Syria,SYR,6.4,4.8,4.6,0,4.7,4.4,7.6,10,10,8.4,2.5,5.1,4.4,3.6,10,0.3,1.7,0,1,0.8,7.7,6,4.6,7.9,6.3,4.3,3,8.7,5.3,5.8,6.6,10,4

Tajikistan,TJK,9.7,5.6,0,0,5.7,5.6,2.5,0,1.8,3.9,3.1,3.3,2.5,3,1.6,0.8,3.4,0.2,8.3,4.1,2.9,3,4.6,7.5,6.1,3.5,5,5,4.5,5.4,4,70,2

Tanzania,TZA,4.5,5.4,4.2,0.3,4.6,4,1.6,0,1.1,2.7,6.7,5.3,3.9,5.7,5.1,6.7,3.8,0.1,7.8,5.3,5.2,5.5,3.5,6.6,5.1,7.7,9.2,6.5,7.8,6.6,4.6,42,0

Thailand,THA,3.4,9.3,7.3,2.6,5.3,6.3,7.4,0,5.2,5.8,1.9,4.3,0,2,5.7,1.5,1.3,0.9,4.5,2.2,4.2,3.2,4.7,5.4,5.1,2.5,2.3,5.6,3.5,4.3,4.3,56,0

Timor-Leste,TLS,6,1.5,5.8,1.9,0.4,3.5,0.4,0,0.3,2,5.6,1.4,6.1,4.7,1.5,9.1,7.1,0,6.6,6.6,4.5,4.6,6.3,7.4,6.9,7.6,6.8,8.7,7.7,7.3,4.1,68,4

Togo,TGO,0.1,4.1,0,0,1.7,1.3,2.3,0,1.6,1.5,6.2,6.5,2.7,5.4,4.5,4.4,5.6,0,5.1,4.1,4.3,4.9,9.2,7.4,8.3,7.5,8.3,8,7.9,8.1,3.9,77,0

Tonga,TON,0.1,0.1,4.2,8.3,0,3.5,0,0,0,1.9,3.8,6.1,10,5.9,0,0.2,0.9,1.9,4,1.9,1,3.9,5.8,5.4,5.6,3.4,0.4,8.7,4.2,4.9,3.3,95,9

Trinidad and Tobago,TTO,6,0.1,0,2.9,2,2.5,0.1,0,0.1,1.4,1.5,4.3,0,1.8,0.8,1.9,1.6,0,4.7,2.2,1.5,1.7,4.4,5.3,4.9,1.6,0.6,4.1,2.1,3.6,2,154,3

Tunisia,TUN,4.2,4,7.6,0,3.4,4.3,0.5,0,0.4,2.6,1.9,3.1,2.2,2.3,0.9,0.4,1,0,2.9,1.1,1,1.7,6.4,5.5,6,3.3,2.6,4.9,3.6,4.9,2.8,117,1

Turkey,TUR,9.8,5.4,6.6,0,1.1,5.9,9.5,0,6.7,6.3,2.9,4.3,1,2.8,9,0.2,1,0,3.1,1.2,6.5,4.9,2.1,4.9,3.5,2.9,1.8,4.5,3.1,3.3,4.7,40,1

Turkmenistan,TKM,8,6.9,0,0,3.4,4.5,1.9,0,1.3,3.1,3.9,x,0.2,2.7,2.5,0.7,4.2,0,1.4,1.7,2.1,2.4,x,8,8,3.1,5.2,4.4,4.2,6.5,3.6,87,8

Tuvalu,TUV,5,0.1,2.9,0.1,0.7,2,0,0,0,1,6.2,x,10,7.5,0,4.1,1.3,0,4,2.5,1.3,5.2,x,6.3,6.3,7.9,0.8,5.3,4.7,5.6,3.1,104,12

Uganda,UGA,4.4,4.6,0,0,5.1,3.1,5.5,8,8,6.1,7.1,6,3.3,5.9,7.3,7.7,4.4,0,7.5,5.6,6.5,6.2,x,6.8,6.8,7.3,7,7.9,7.4,7.1,6.5,12,1

Ukraine,UKR,2.8,7.1,0,0,1.5,2.8,3.4,9,9,6.9,1.8,2.2,0.6,1.6,8.8,1.7,0.5,0,3.9,1.7,6.4,4.4,x,6.9,6.9,2.2,1.3,4.7,2.7,5.2,5.4,27,2

United Arab Emirates,ARE,7.8,3.6,8,0.2,3.9,5.4,0.5,0,0.4,3.3,1.9,3.3,0,1.8,0,0,0.6,0,1.2,0.5,0.3,1.1,2.1,2.9,2.5,1.1,1.9,2.5,1.8,2.2,2,154,7

United Kingdom,GBR,0.1,4.6,4.9,0,0,2.2,2.9,0,2,2.1,0.9,3,0,1.2,5.3,0.4,0.4,0,1.1,0.5,3.3,2.3,2.1,2.2,2.2,1.6,0,1.5,1,1.6,2,154,4

United States of America,USA,7.9,6,9.2,8.3,3.6,7.4,7.3,0,5.1,6.4,0.6,3.8,0,1.3,5.6,0.8,0.4,0,0.1,0.3,3.4,2.4,3,2.3,2.7,2.2,1,2,1.7,2.2,3.2,100,3

Uruguay,URY,0.1,3.9,0,0,0.9,1.1,1.2,0,0.8,1,2.5,4.5,0.2,2.4,0.9,1,1.1,0,4.2,1.7,1.3,1.9,4,3.5,3.8,1.6,2.4,2,2,2.9,1.8,166,2

Uzbekistan,UZB,9.9,6.2,0,0,5.7,5.9,4,0,2.8,4.5,2.5,2.5,0.4,2,1.9,0.6,2.2,0,1.9,1.2,1.6,1.8,2.6,7.6,5.1,3.1,3.6,4.3,3.7,4.4,3.3,95,3

Vanuatu,VUT,8.1,0.1,8.8,5.8,1.1,5.8,0,0,0,3.4,3.7,x,9,5.5,0,0.9,2,10,1.5,5.5,3.2,4.4,5.4,5.4,5.4,6.5,5,9.8,7.1,6.3,4.6,42,7

Venezuela,VEN,8.3,5.6,6.8,4.2,0.9,5.7,0.3,0,0.2,3.4,2.9,6.2,0.1,3,6.2,0.6,1,0.1,4,1.6,4.3,3.7,2.5,7.7,5.1,2.6,3.8,5.3,3.9,4.5,3.8,80,2

Viet Nam,VNM,3.1,10,7,8.3,3.3,7.3,4.3,0,3,5.6,2.7,3.5,1.8,2.7,0,1.1,3.2,0,2.8,1.9,1,1.9,4.2,6.3,5.3,2.4,3.5,5.5,3.8,4.6,3.7,84,2

Yemen,YEM,0.3,4.2,5.1,0,2.8,2.7,9.7,10,10,8.1,5.3,6.3,2.2,4.8,9.5,0.5,6.8,0.1,7.5,4.6,7.9,6.6,8.5,7.8,8.2,6.4,8,8.4,7.6,7.9,7.5,5,0

Zambia,ZMB,1.4,4.3,0,0,3.7,2.1,2.6,0,1.8,2,6,8.2,2.9,5.8,4.2,8.8,5,0.1,8.7,6.7,5.6,5.7,3.5,6.1,4.8,7.4,7.6,7.6,7.5,6.3,4.2,62,0

Zimbabwe,ZWE,0.2,3.8,0,0.4,6.2,2.5,3.2,0,2.2,2.4,5.3,6.9,3.5,5.3,4.8,7.6,4.7,0,8.2,5.9,5.4,5.4,2.6,7.6,5.1,5.9,6.8,5.8,6.2,5.7,4.2,62,4
